Position,Brand,Product_Name,Product_Page_Url,Price,Product_SKU_ID,Date,Sponsored,Product_Category,Product_Subcategory,Retailer,Input_Url
1,Chloé,Chloé,https://www.notino.co.uk/chloe/chloe-eau-de-parfum-for-women/,22.6,N/A,2023-12-23,Sponsored,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
2,HERMÈS,Elixir Des Merveilles,https://www.notino.co.uk/hermes/elixir-des-merveilles-eau-de-parfum-for-women/,140.4,N/A,2023-12-23,Sponsored,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
3,Katy Perry,Killer Queen,https://www.notino.co.uk/katy-perry/killer-queen-eau-de-parfum-for-women/,15.9,N/A,2023-12-23,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
4,Carolina Herrera,Good Girl,https://www.notino.co.uk/carolina-herrera/good-girl-eau-de-parfum-for-women/,43.1,N/A,2023-12-23,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
5,Mugler,Alien,https://www.notino.co.uk/thierry-mugler/alien-eau-de-parfum-for-women-refillable/,16.5,N/A,2023-12-23,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
6,Elie Saab,Girl of Now,https://www.notino.co.uk/elie-saab/girl-of-now-eau-de-parfum-for-women/,35.6,N/A,2023-12-23,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
7,Gucci,Flora Gorgeous Gardenia,https://www.notino.co.uk/gucci/flora-gorgeous-gardenia-eau-de-parfum-for-women/,23.5,N/A,2023-12-23,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
8,Viktor & Rolf,GOOD FORTUNE,https://www.notino.co.uk/viktor-rolf/good-fortune-eau-de-parfum-for-women/,43.0,N/A,2023-12-23,Sponsored,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
9,Burberry,Her,https://www.notino.co.uk/burberry/her-eau-de-parfum-for-women/,47.7,N/A,2023-12-23,Sponsored,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
10,Gucci,Intense Oud,https://www.notino.co.uk/gucci/intense-oud-eau-de-parfum-unisex/,95.0,N/A,2023-12-23,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
11,Yves Saint Laurent,Black Opium,https://www.notino.co.uk/yves-saint-laurent/black-opium-eau-de-parfum-for-women/,53.0,N/A,2023-12-23,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
12,Lancôme,La Vie Est Belle,https://www.notino.co.uk/lancome/la-vie-est-belle-eau-de-parfum-for-women/,37.6,N/A,2023-12-23,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
13,GUERLAIN,Insolence,https://www.notino.co.uk/guerlain/insolence-eau-de-parfum-for-women/,58.1,N/A,2023-12-23,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
14,Mancera,Cedrat Boise,https://www.notino.co.uk/mancera/cedrat-boise-eau-de-parfum-unisex/,55.9,N/A,2023-12-23,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
15,Elie Saab,Le Parfum in White,https://www.notino.co.uk/elie-saab/le-parfum-in-white-eau-de-parfum-for-women/,21.0,N/A,2023-12-23,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
16,Burberry,Burberry for Women,https://www.notino.co.uk/burberry/london-for-women1995-eau-de-parfum-for-women/,17.7,N/A,2023-12-23,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
17,Bottega Veneta,Bottega Veneta,https://www.notino.co.uk/bottega-veneta/veneta-eau-de-parfum-for-women/,52.9,N/A,2023-12-23,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
18,Elie Saab,Le Parfum,https://www.notino.co.uk/elie-saab/le-parfum-eau-de-parfum-for-women/,40.6,N/A,2023-12-23,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
19,Chloé,Nomade,https://www.notino.co.uk/chloe/nomade-eau-de-parfum-for-women/,46.0,N/A,2023-12-23,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
20,GUERLAIN,Mitsouko,https://www.notino.co.uk/guerlain/mitsouko-eau-de-parfum-for-women/,63.3,N/A,2023-12-23,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
