Position,Brand,Product_Name,Product_Page_Url,Price,Product_SKU_ID,Date,Sponsored,Product_Category,Product_Subcategory,Retailer,Input_Url
1,Chloé,Chloé eau de parfum for women,https://www.notino.co.uk/chloe/chloe-eau-de-parfum-for-women/,20.30,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
2,HERMÈS,Twilly d’Hermès eau de parfum for women,https://www.notino.co.uk/hermes/twilly-dhermes-eau-de-parfum-for-women/,47.50,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
3,Mugler,Alien eau de parfum refillable for women,https://www.notino.co.uk/thierry-mugler/alien-eau-de-parfum-for-women-refillable/,21.30,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
4,Gucci,Intense Oud eau de parfum unisex 90 ml,https://www.notino.co.uk/gucci/intense-oud-eau-de-parfum-unisex/,75.90,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
5,Lancôme,La Vie Est Belle eau de parfum refillable for women,https://www.notino.co.uk/lancome/la-vie-est-belle-eau-de-parfum-for-women/,49.50,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
6,Mancera,Cedrat Boise eau de parfum unisex,https://www.notino.co.uk/mancera/cedrat-boise-eau-de-parfum-unisex/,61.70,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
7,Gucci,Flora Gorgeous Gardenia eau de parfum for women,https://www.notino.co.uk/gucci/flora-gorgeous-gardenia-eau-de-parfum-for-women/,21.50,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
8,Lattafa,Khamrah eau de parfum unisex 100 ml,https://www.notino.co.uk/lattafa/khamrah-eau-de-parfum-unisex/,33.70,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
9,Burberry,Her eau de parfum for women,https://www.notino.co.uk/burberry/her-eau-de-parfum-for-women/,41.00,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
10,Yves Saint Laurent,Black Opium eau de parfum for women,https://www.notino.co.uk/yves-saint-laurent/black-opium-eau-de-parfum-for-women/,40.10,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
11,Calvin Klein,Euphoria eau de parfum for women,https://www.notino.co.uk/calvin-klein/euphoria-eau-de-parfum-for-women/,23.90,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
12,Montale,Intense Cafe eau de parfum unisex,https://www.notino.co.uk/montale/intense-cafe-eau-de-parfum-unisex/,78.50,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
13,Paco Rabanne,Lady Million eau de parfum for women,https://www.notino.co.uk/paco-rabanne/lady-million-eau-de-parfum-for-women/,15.80,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
14,Paco Rabanne,Olympéa eau de parfum for women,https://www.notino.co.uk/paco-rabanne/olympea-eau-de-parfum-for-women/,22.30,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
15,Paco Rabanne,Fame eau de parfum refillable for women,https://www.notino.co.uk/paco-rabanne/fame-eau-de-parfum-for-women/,40.10,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
16,Burberry,Burberry for Women eau de parfum for women,https://www.notino.co.uk/burberry/london-for-women1995-eau-de-parfum-for-women/,16.70,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
17,Marc Jacobs,Perfect eau de parfum for women,https://www.notino.co.uk/marc-jacobs/perfect-eau-de-parfum-for-women/,52.30,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
18,Burberry,London for Women eau de parfum for women,https://www.notino.co.uk/burberry/london-for-women2006-eau-de-parfum-for-women/,18.00,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
19,Carolina Herrera,Good Girl eau de parfum for women,https://www.notino.co.uk/carolina-herrera/good-girl-eau-de-parfum-for-women/,20.00,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
20,Chloé,Nomade eau de parfum for women,https://www.notino.co.uk/chloe/nomade-eau-de-parfum-for-women/,30.60,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
21,Beauty,Discovery Box Notino Romantic Moments for Both set unisex,https://www.notino.co.uk/beauty/discovery-box-notino-romantic-moments-for-both-set-unisex/,6.50,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
22,Zadig & Voltaire,This is Her! eau de parfum for women,https://www.notino.co.uk/zadig-voltaire/this-is-her-eau-de-parfum-for-women/,37.70,N/A,2023-10-31,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
