Position,Brand,Product_Name,Product_Page_Url,Price,Product_SKU_ID,Date,Sponsored,Product_Category,Product_Subcategory,Retailer,Input_Url
1,Chloé,Chloé eau de parfum for women,https://www.notino.co.uk/chloe/chloe-eau-de-parfum-for-women/,20.50,N/A,2023-11-14,Sponsored,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
2,Viktor & Rolf,GOOD FORTUNE eau de parfum for women,https://www.notino.co.uk/viktor-rolf/good-fortune-eau-de-parfum-for-women/,24.10,N/A,2023-11-14,Sponsored,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
3,Lancôme,La Vie Est Belle eau de parfum refillable for women,https://www.notino.co.uk/lancome/la-vie-est-belle-eau-de-parfum-for-women/,41.80,N/A,2023-11-14,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
4,Yves Saint Laurent,Black Opium eau de parfum for women,https://www.notino.co.uk/yves-saint-laurent/black-opium-eau-de-parfum-for-women/,47.80,N/A,2023-11-14,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
5,Marc Jacobs,Daisy eau de toilette for women,https://www.notino.co.uk/marc-jacobs/daisy-eau-de-toilette-for-women/,32.90,N/A,2023-11-14,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
6,Burberry,Burberry for Women eau de parfum for women,https://www.notino.co.uk/burberry/london-for-women1995-eau-de-parfum-for-women/,15.60,N/A,2023-11-14,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
7,Burberry,Weekend for Women eau de parfum for women,https://www.notino.co.uk/burberry/weekend-for-women-eau-de-parfum-for-women/,20.30,N/A,2023-11-14,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
8,HERMÈS,Twilly d’Hermès eau de parfum for women,https://www.notino.co.uk/hermes/twilly-dhermes-eau-de-parfum-for-women/,66.00,N/A,2023-11-14,Sponsored,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
9,Marc Jacobs,Daisy Ever So Fresh eau de parfum for women 75 ml,https://www.notino.co.uk/marc-jacobs/daisy-ever-so-fresh-eau-de-parfum-for-women/,51.60,N/A,2023-11-14,Sponsored,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
10,Gucci,Intense Oud eau de parfum unisex 90 ml,https://www.notino.co.uk/gucci/intense-oud-eau-de-parfum-unisex/,82.50,N/A,2023-11-14,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
11,Gucci,Flora Gorgeous Gardenia eau de parfum for women,https://www.notino.co.uk/gucci/flora-gorgeous-gardenia-eau-de-parfum-for-women/,22.50,N/A,2023-11-14,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
12,Burberry,Touch for Women eau de parfum for women,https://www.notino.co.uk/burberry/touch-for-women-eau-de-parfum-for-women/,31.60,N/A,2023-11-14,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
13,Calvin Klein,CK One eau de toilette unisex,https://www.notino.co.uk/calvin-klein/ck-one-eau-de-toilette-unisex/,21.60,N/A,2023-11-14,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
14,Burberry,London for Women eau de parfum for women,https://www.notino.co.uk/burberry/london-for-women2006-eau-de-parfum-for-women/,17.70,N/A,2023-11-14,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
15,Calvin Klein,Eternity eau de parfum for women,https://www.notino.co.uk/calvin-klein/eternity-eau-de-parfum-for-women/,32.00,N/A,2023-11-14,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
16,Lattafa,Khamrah eau de parfum unisex 100 ml,https://www.notino.co.uk/lattafa/khamrah-eau-de-parfum-unisex/,40.00,N/A,2023-11-14,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
17,Prêt à Porter,Prêt à Porter eau de toilette in a box for women 50 ml,https://www.notino.co.uk/pret-a-porter/pret-a-porter-eau-de-toilette-in-box-for-women/,3.40,N/A,2023-11-14,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
18,Coty,Exclamation eau de cologne for women 50 ml,https://www.notino.co.uk/coty/exclamation-eau-de-cologne-for-women/,7.70,N/A,2023-11-14,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
19,Calvin Klein,Euphoria eau de parfum for women,https://www.notino.co.uk/calvin-klein/euphoria-eau-de-parfum-for-women/,23.90,N/A,2023-11-14,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
20,Bottega Veneta,Bottega Veneta eau de parfum for women,https://www.notino.co.uk/bottega-veneta/veneta-eau-de-parfum-for-women/,48.70,N/A,2023-11-14,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
21,GUERLAIN,Insolence eau de parfum for women 75 ml,https://www.notino.co.uk/guerlain/insolence-eau-de-parfum-for-women/,68.30,N/A,2023-11-14,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
22,Paco Rabanne,Olympéa eau de parfum for women,https://www.notino.co.uk/paco-rabanne/olympea-eau-de-parfum-for-women/,25.00,N/A,2023-11-14,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
23,Jean Paul Gaultier,La Belle Le Parfum eau de parfum for women,https://www.notino.co.uk/jean-paul-gaultier/la-belle-le-parfum-eau-de-parfum-for-women/,48.10,N/A,2023-11-14,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
24,Burberry,Her eau de parfum for women,https://www.notino.co.uk/burberry/her-eau-de-parfum-for-women/,41.00,N/A,2023-11-14,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
25,Zimaya,Amber Is Great eau de parfum unisex 100 ml,https://www.notino.co.uk/noya/amber-is-great-eau-de-parfum-unisex/,16.40,N/A,2023-11-14,N/A,Fragrance,Womens Fragrance,Notino,https://www.notino.co.uk/womens-perfume/
