Position,Brand,Product_Name,Product_Page_Url,Price,Product_SKU_ID,Date,Sponsored,Product_Category,Product_Subcategory,Retailer,Input_Url
1,brand,CHANEL COCO MADEMOISELLE Eau de Parfum Spray 100ml,https://www.boots.com/chanel-coco-mademoiselle-eau-de-parfum-spray-100ml-10012569,121.00,10012569,2023-11-11,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
2,brand,DIOR Miss Dior Eau de Parfum 50ml,https://www.boots.com/dior-miss-dior-eau-de-parfum-50ml-10300555,97.00,10300555,2023-11-11,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
3,brand,Paco Rabanne Lady Million For Women Eau de Parfum 50ml,https://www.boots.com/paco-rabanne-lady-million-eau-de-parfum-50ml-10111920,48.00,10111920,2023-11-11,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
4,brand,Marc Jacobs Daisy Eau de Toilette 50ml,https://www.boots.com/marc-jacobs-daisy-eau-de-toilette-50ml-10075195,42.00,10075195,2023-11-11,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
5,brand,CHANEL N°5 Eau de Parfum Spray 100ml,https://www.boots.com/chanel-no5-eau-de-parfum-spray-100ml-10012525,121.00,10012525,2023-11-11,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
6,brand,CHANEL COCO MADEMOISELLE EAU DE PARFUM INTENSE SPRAY 100ml,https://www.boots.com/chanel-coco-mademoiselle-eau-de-parfum-intense-spray-100ml-10243535,140.00,10243535,2023-11-11,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
7,brand,DIOR J'adore Eau de Parfum Spray 100ml,https://www.boots.com/dior-jadore-eau-de-parfum-spray-100ml-10011441,122.00,10011441,2023-11-11,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
8,brand,Vera Wang Princess for Women Eau de Toilette 100ml,https://www.boots.com/vera-wang-princess-eau-de-toilette-100ml-10079373,17.99,10079373,2023-11-11,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
9,brand,DIOR Miss Dior Eau de Parfum 100ml,https://www.boots.com/dior-miss-dior-eau-de-parfum-100ml-10300556,122.00,10300556,2023-11-11,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
10,brand,Paco Rabanne Pure XS for Her Eau de Parfum 50ml,https://www.boots.com/paco-rabanne-pure-xs-her-eau-de-parfum-50ml-10255440,49.99,10255440,2023-11-11,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
11,brand,Jimmy Choo Blossom Eau de Parfum 60ml,https://www.boots.com/jimmy-choo-blossom-eau-de-parfum-60ml-10189882,58.00,10189882,2023-11-11,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
12,brand,CHANEL COCO Eau de Parfum Spray 100ml,https://www.boots.com/chanel-coco-eau-de-parfum-spray-100ml-10012553,136.00,10012553,2023-11-11,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
13,brand,Lancôme La Vie Est Belle Eau de Parfum 50ml,https://www.boots.com/lancome-la-vie-est-belle-eau-de-parfum-50ml-10145849,92.00,10145849,2023-11-11,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
14,brand,Jean Paul Gaultier Classique Pride Eau de Toilette 100ml,https://www.boots.com/jean-paul-gaultier-classique-pride-eau-de-toilette-100ml-10333288,62.50,10333288,2023-11-11,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
15,brand,DIOR Miss Dior Eau de Parfum 30ml,https://www.boots.com/dior-miss-dior-eau-de-parfum-30ml-10300554,68.00,10300554,2023-11-11,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
16,brand,DIOR J'adore L'Or Essence de Parfum 50ml,https://www.boots.com/dior-jadore-lor-essence-de-parfum-50ml-10333154,144.00,10333154,2023-11-11,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
17,brand,DIOR Miss Dior Rose N'Roses Eau de Toilette 50ml,https://www.boots.com/miss-dior-rose-n-roses-eau-de-toilette-50ml-10273567,82.00,10273567,2023-11-11,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
18,brand,JOY BY DIOR Eau de Parfum 90ml,https://www.boots.com/joy-by-dior-eau-de-parfum-90ml-10254747,137.00,10254747,2023-11-11,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
19,brand,Givenchy L'Interdit Eau de Parfum 50ml,https://www.boots.com/givenchy-linterdit-eau-de-parfum-50ml-10255426,86.00,10255426,2023-11-11,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
20,brand,Giorgio Armani Sì Eau de Parfum 50ml,https://www.boots.com/giorgio-armani-si-eau-de-parfum-50ml-10162578,92.00,10162578,2023-11-11,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
21,brand,YSL Black Opium Eau de Parfum 50ml,https://www.boots.com/yves-saint-laurent-black-opium-eau-de-parfum-50ml-10180311,92.00,10180311,2023-11-11,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
