Position,Brand,Product_Name,Product_Page_Url,Price,Product_SKU_ID,Date,Sponsored,Product_Category,Product_Subcategory,Retailer,Input_Url
1,brand,CHANEL N°5 Eau de Parfum Spray 100ml,https://www.boots.com/chanel-no5-eau-de-parfum-spray-100ml-10012525,121.00,10012525,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
2,brand,CHANEL N°5 Eau de Parfum Spray 50ml,https://www.boots.com/chanel-no5-eau-de-parfum-spray-50ml-10012533,99.00,10012533,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
3,brand,CHANEL N°5 Eau de Parfum Spray 35ml,https://www.boots.com/chanel-no5-eau-de-parfum-spray-35ml-10012545,71.00,10012545,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
4,brand,CHANEL COCO Eau de Parfum Spray 100ml,https://www.boots.com/chanel-coco-eau-de-parfum-spray-100ml-10012553,136.00,10012553,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
5,brand,CHANEL COCO EAU DE PARFUM SPRAY,https://www.boots.com/chanel-coco-eau-de-parfum-spray-35ml-10012559,71.00,10012559,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
6,brand,CHANEL COCO Eau de Parfum Spray 50ml,https://www.boots.com/fragrance/perfume/all-perfume/chanel-coco-eau-de-parfum-spray-50ml-10012561,99.00,10012561,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
7,brand,CHANEL COCO Eau de Toilette Spray 50ml,https://www.boots.com/chanel-coco-eau-de-toilette-spray-50ml-10012562,84.00,10012562,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
8,brand,CHANEL COCO MADEMOISELLE Eau de Parfum Spray 100ml,https://www.boots.com/chanel-coco-mademoiselle-eau-de-parfum-spray-100ml-10012569,121.00,10012569,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
9,brand,CHANEL COCO MADEMOISELLE Eau de Parfum Spray 50ml,https://www.boots.com/chanel-coco-mademoiselle-eau-de-parfum-spray-50ml-10012570,99.00,10012570,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
10,brand,Estée Lauder Pleasures Eau de Parfum 30ml,https://www.boots.com/estee-lauder-pleasures-eau-de-parfum-spray-30ml-10013130,55.00,10013130,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
11,brand,Estée Lauder Beautiful Eau de Parfum 30ml,https://www.boots.com/estee-lauder-beautiful-eau-de-parfum-spray-30ml-10013162,55.00,10013162,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
12,brand,Cacharel Anaïs Anaïs Eau de Toilette Spray 50ml,https://www.boots.com/fragrance/perfume/all-perfume/cacharel-ana%C3%AFs-ana%C3%AFs-eau-de-toilette-spray-50ml-10011349,53.00,10011349,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
13,brand,Cacharel Anaïs Anaïs Eau de Toilette Spray 30ml,https://www.boots.com/cacharel-ana%C3%AFs-ana%C3%AFs-eau-de-toilette-spray-30ml-10011350,22.00,10011350,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
14,brand,GHOST Deep Night Eau De Toilette 50ml,https://www.boots.com/vegan-hub/vegan-fragrances/ghost-deep-night-eau-de-toilette-50ml-10013255,44.00,10013255,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
15,brand,GHOST Eau De Toilette Spray 50ml,https://www.boots.com/ghost-eau-de-toilette-spray-50ml-10013260,20.00,10013260,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
16,brand,Gucci Rush for Her Eau de Toilette 50ml,https://www.boots.com/gucci-rush-eau-de-toilette-spray-50ml-10013273,75.00,10013273,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
17,brand,Cacharel Eden Eau De Parfum Spray 30ml,https://www.boots.com/cacharel-eden-eau-de-parfum-spray-30ml-10011358,22.00,10011358,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
18,brand,Cacharel Eden Eau De Parfum Spray 50ml,https://www.boots.com/cacharel-eden-eau-de-parfum-spray-50ml-10011359,30.00,10011359,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
19,brand,Cacharel Noa Eau De Toilette Spray 100ml,https://www.boots.com/cacharel-noa-eau-de-toilette-spray-100ml-10011365,24.50,10011365,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
20,brand,Cacharel Noa Eau De Toilette Spray 50ml,https://www.boots.com/fragrance-offers/fragrance-offers-save-up-to-half-price/cacharel-noa-eau-de-toilette-spray-50ml-10011367,30.00,10011367,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
21,brand,Calvin Klein CK One Unisex Eau de Toilette 100ml,https://www.boots.com/calvin-klein-ck-one-eau-de-toilette-100ml-10011373,36.75,10011373,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
22,brand,Calvin Klein Eternity for Women Eau de Parfum 30ml,https://www.boots.com/calvin-klein-eternity-eau-de-parfum-spray-30ml-10011387,45.00,10011387,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
23,brand,Calvin Klein Eternity for Women Eau de Parfum 100ml,https://www.boots.com/calvin-klein-eternity-eau-de-parfum-spray-100ml-10011388,48.00,10011388,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
24,brand,Calvin Klein Eternity for Women Eau de Parfum 50ml,https://www.boots.com/calvin-klein-eternity-eau-de-parfum-spray-50ml-10011390,64.00,10011390,2023-11-13,N/A,Fragrance,Womens Fragrance,Boots,https://www.boots.com/fragrance/perfume/all-perfume
