Product_Category,Product_Subcategory,Product_Brand,Product_Name,Product_Price,Size,Stock_Status,Product_Availability,Sku_Id,Brand_Status,Date,Retailer
Fragrance,Womens Fragrance,yves saint laurent,Black Opium eau de parfum for women,77,50 ml,In stock,In Stock,451793,Competitor,2023-12-21,Notino
Fragrance,Womens Fragrance,giorgio armani,My Way Floral eau de parfum refillable for women,64.6,50 ml,In stock,In Stock,16125478,Competitor,2023-12-21,Notino
Fragrance,Womens Fragrance,lancome,La Vie Est Belle Intensément eau de parfum for women,92.5,50 ml,In stock,In Stock,16014084,Competitor,2023-12-21,Notino
Fragrance,Womens Fragrance,prada,Paradoxe eau de parfum refillable for women,0,50 ml,Out of Stock,This item is currently unavailable,16143146,Competitor,2023-12-21,Notino
Fragrance,Womens Fragrance,christian dior,Miss Dior eau de parfum for women,95.3,50 ml,In stock,In Stock,16086004,Dior,2023-12-22,Notino
Fragrance,Womens Fragrance,yves saint laurent,Black Opium eau de parfum for women,77,50 ml,In stock,In Stock,451793,Competitor,2023-12-22,Notino
Fragrance,Womens Fragrance,giorgio armani,My Way Floral eau de parfum refillable for women,64.6,50 ml,In stock,In Stock,16125478,Competitor,2023-12-22,Notino
Fragrance,Womens Fragrance,lancome,La Vie Est Belle Intensément eau de parfum for women,92.5,50 ml,In stock,In Stock,16014084,Competitor,2023-12-22,Notino
Fragrance,Womens Fragrance,prada,Paradoxe eau de parfum refillable for women,0,50 ml,Out of Stock,This item is currently unavailable,16143146,Competitor,2023-12-22,Notino
Fragrance,Womens Fragrance,christian dior,Miss Dior eau de parfum for women,95.3,50 ml,In stock,Over 5 pcs in stock,16086004,Dior,2023-12-23,Notino
Fragrance,Womens Fragrance,yves saint laurent,Black Opium eau de parfum for women,77,50 ml,In stock,In Stock,451793,Competitor,2023-12-23,Notino
Fragrance,Womens Fragrance,giorgio armani,My Way Floral eau de parfum refillable for women,64.6,50 ml,In stock,In Stock,16125478,Competitor,2023-12-23,Notino
Fragrance,Womens Fragrance,lancome,La Vie Est Belle Intensément eau de parfum for women,92.5,50 ml,In stock,In Stock,16014084,Competitor,2023-12-23,Notino
Fragrance,Womens Fragrance,prada,Paradoxe eau de parfum refillable for women,0,50 ml,Out of Stock,This item is currently unavailable,16143146,Competitor,2023-12-23,Notino
Fragrance,Womens Fragrance,christian dior,Miss Dior eau de parfum for women,94.3,50 ml,In stock,5 available,16086004,Dior,2023-12-26,Notino
Fragrance,Womens Fragrance,yves saint laurent,Black Opium eau de parfum for women,80.1,50 ml,In stock,In Stock,451793,Competitor,2023-12-26,Notino
Fragrance,Womens Fragrance,giorgio armani,My Way Floral eau de parfum refillable for women,64.6,50 ml,In stock,In Stock,16125478,Competitor,2023-12-26,Notino
Fragrance,Womens Fragrance,lancome,La Vie Est Belle Intensément eau de parfum for women,94.9,50 ml,In stock,In Stock,16014084,Competitor,2023-12-26,Notino
Fragrance,Womens Fragrance,prada,Paradoxe eau de parfum refillable for women,0,50 ml,Out of Stock,This item is currently unavailable,16143146,Competitor,2023-12-26,Notino
